Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3271.874227
ACCEGCATKHNRXUHW,1914.026055
NKCE6GJ5XVJDXNNZ,11930.98071
NKCEB8BK3ZXDHDHM,9304.09266
TOPEFDXSAHRNPF94,5596.059821
ACCE558KZHEPZYMG,9459.566272
ACCEAZCVAMFHDPY7,5141.315765
NKCDYNY37JPBGBVM,2681.995814
NKCEY8KWY33FCUYD,7410.816709
RNGE4YPTQYRECV9J,4508.85388
NKCE88AHBHJZREXH,3903.654951
CLTEJ5ZZGBP4JGGE,8097.27379
WATE3NWH5FZWAMDA,8259.31941
CAGE53FSFZVFPFHQ,1753.372092
PCSEAKVBFFPGCHNZ,3705.876861
WATDFFH3KJYBTYGG,7477.830228
NKCDWHFQSCHHYZMP,2773.263935
RNGEB2PG3Q5RKDW6,3451.163241
NKCE5UY9HHPZGGUZ,4420.665091
KTAEHETW3ZCMFMJR,4103.753323
BRAEBBYRVF9MHJHU,7862.124016
NKCEAX7HAQ2RJA3Q,10395.62782
CRTECN2RQZWBSP9W,5121.147396
WATDEWZ9UHSEHGZG,9492.300422
PTPEYW8HNV6G9YYR,2849.983823
ACCEAMGZRRYVAHDC,5092.609954
SRTEHHXG8MUXTGPA,6135.711204
SKIE4S4NN4MHYM3Z,4994.635878
HMBE7G34YHWPWKYN,7328.286853
LLIEGTMFJBD7ZZZM,13819.86561
ACCEJGH6JVTM4CBH,873.0035748
ACCDQDYBXJ9HZF37,10093.23003
RNGE88FRGZCXNKUG,291.9674404
NKCE7M3QNNPZDXHQ,10434.45858
VLBEGFFDP9H6WG2T,3530.324096
TOPEAFG4YEQSH5TT,2495.087263
WATEYAP3K2QQQWDH,5353.967276
PCSEBDFUFJWGARNX,10823.71972
SWTEGXQFZY95SKG7,4862.111352
BRAEGJFXSM9ZQ6SK,7145.410344
CAGE6FYKP34GA4GF,7714.392067
HMBEJCMH78VJF3M8,4307.819787
HIFEB7J3GSTVN5XJ,10640.31071
PBXE6ZHNGZREWWHR,4313.487004
PCSEAKVBNXFGZBKB,6784.256875
BRAEBBMQQNZ9RZWR,5867.909005
ACCEGKFCXHZZH44S,759.3911862
SHODXQRRGKZ74U9M,4277.527626
DREE2Y6DVEKVVQQS,4500.541855
PBXE8ZHHG5Y525BT,6844.758246
CTTEH9FXZHGFKUA3,8031.700807
ACCDXFZXGQTBTM6N,3787.594261
NKCE9PFF3TT4KSQJ,7583.06684
BRAE6NZAZK77HXZK,908.1564293
NKCE4TV42BHDP63U,3415.429553
AIREDGGD9RJPZGYW,5645.779141
PCSEDAPMHR2HNHWP,8342.790265
PACE95FMAFXHZB5C,4520.771704
WATDG4KP445AV5XC,13306.2405
ACCE9EYRRNZYZUBG,453.7049675
ACCE8XZMAHNC8JVS,649.7967743
SHOED5DCSTQKZCGF,3779.387899
NKCE64Z4NGBHNAY7,3532.730892
PBXE8WQTZ5GA2YYQ,808.571554
MUGEGZUMGYAPVSZH,4456.31314
PBXE4RB3Y3GXWPFV,721.5173651
PCSE2ZFDJJGFNHC7,712.7973471
CRTECN2QT5HKHZ8F,4852.417976
MUGEACY8Q7ZYSTN8,1572.293517
ACCEGG9VGRMQGHRD,7236.204715
PCSE76X48PVSDDVK,1042.702283
PBXE6677X2D6UFZZ,5802.353531
WCKEGGGD2TXHHTJC,310.4742198
NKCE7MMGF4PPGNA6,2884.657501
CRTECN2QYTPHK5YQ,4949.621061
OIDEJFCWMMR6JQBE,5630.479478
WATE5HFY4MJX6CHD,5360.831927
DREE4FC4TAR8M5GN,1339.685634
HACEGPF9DZVUZBFY,8317.856364
PBXE4Q7YF5KUYJYW,11540.19683
SHIED9YEH65NSA8N,10275.5007
WATDHMQJ68MVBRFV,13824.74246
HMBEGWTFEV4TF2RH,3171.735517
SHIE2FH7YTVDHFGT,3018.350124
CRTECN2QYRY2KWZF,4133.001723
TSHEDJXPN4HNT2UP,6071.833838
SHOECZH5WGBZHZES,2642.606738
NKCEDCT9MSAYG6H5,5450.19681
SOCEGGVYBTZPKXVP,4576.911268
PBXECARAQBCDSAZW,3428.155659
CAGDU85YDHP9ZJH7,2280.401607
TCVEHSMFEGNCAGYN,5019.97079
RNGEDAPFZ2GKRUER,867.6634737
CAGDY9Q7HSNDHGFC,3369.920495
NKCECKHYZVHBQU9F,507.3665606
NKCDQSVCRH8W73GF,6603.581783
WATD9H76RKGUUZHY,13883.68623
NKCE5HYVDQVATMKF,2023.582766
RNGE9GWMKVHGEYZG,4244.377152
SHOEAGUMMWFABHUT,3245.080437
SWDEGZMPYQGNEBHG,5506.058949
TOPEFDXSHZPHCUAU,9330.516973
CAGDU85Y85GDJGUD,1020.465559
CAGE4BQXK3FSTRRS,3291.908118
CAGDZVGTV3SMMMBY,5144.741501
BEOEGXRVQPCKJHYC,3358.933045
NKCE9YFBBYBM88DR,3142.824091
DREECZGZVWGQM23M,4366.790437
PBXECYF3YHWYG4UN,374.8694818
WATEBG8FGBPUPKCV,5150.199156
SHIEEJG9RRDUH9XG,3235.445816
CRTECN2QXAPEWXSF,2689.817902
BRAEE6YMSYPNCUX3,1391.255438
WATE9MVXJXHZHEJU,3342.159472
RNGDREYRQQGZAPQM,5650.323036
CTPEGGFSNDQFAAVE,3431.424108
NKCEF2RFAPHSHZZZ,4008.882306
TOPDYAZZG5NU7ZBZ,7114.950662
PBXE7QPWMSS5XGPZ,178.0376978
PCSECV3FHFAQ9T36,11899.76027
CRNEJB4NBT9BTM84,5173.850517
TSHEHU5RFJCTJKBV,7024.032339
DREECZJC3XBKGDZT,5501.008353
SUDEGGATGYXA9YBC,12232.74667
BRAE8WYHTVZMFFHS,5752.595634
SFFEGZBXTYFSYJQA,4185.849482
ACCEABVYXNHCT8UE,5497.125404
BWLE6SJE9PXGV6DD,971.1428033
NKCDYQ3RHYREHHYV,3845.178403
NKCECDCRWDMZEH2Z,2954.373968
SRTEH2F6HUZMQ6SJ,7250.492554
BRAE6KWFGZFXKPPB,3280.035101
HACEJQY5FQRZZUGM,8424.612832
CAGEYUXVF2FNARKD,3193.750299
NKCE7M3QTHTCGVVF,4084.687181
TOPE8PBFNH9YNHFK,5117.492235
BRAEDQFRZS9QFYTQ,1361.692205
HMBEJCMMQR2JHFVP,1967.167576
ACCDRFVG52PHVRSK,7543.194805
NKCE7MBR4QRBASDQ,3161.044865
NKCDWBPZNZU5K2QZ,3350.133501
BRAE8HMQATXFHFGZ,3521.138528
MUGEAGGKEGCPWWPN,3447.780283
BKPEGXYWWJPETZZA,5224.059318
SGLEGBV6ZNUJNJS9,6062.09937
CAGEYUXVAKNKDUUV,6443.247586
NKCEDH9ANZGDAUWG,3004.682868
NKCE5EHJHS38BUWB,3466.238493
PBXE9YWGRFUQXHQH,12702.26189
SHIE3QDHP5RDGMZY,2711.138713
RNGE9HDVMPVBYPGJ,3285.673874
SCHE4YSTCUUSJWCK,2127.990707
SNDEGGTV9XERMGHH,7069.650672
PBXE92XFUMB7QWY6,8509.6812
CRTECN2QYK2R2PUS,4109.391639
TOPEEEPVYHHF9HGW,3338.728317
MUGE8F5RDEYMH4YH,3867.652706
NKCE52CSJ2GUY64G,1342.306025
SHOE2K68QHZ3DWZF,3879.871309
DREE9YJHZZHWHAU7,4054.488112
NKCEACYSHS4MGKGY,13139.52282
CAGECT64KH6CZVMR,14631.39263
WATD9H76RG5FQT5Y,14820.51817
NKCE5UY97ACC9QAZ,618.7240174
LJGEG6UPBW8GKPRD,4404.636483
PBXEBFGFRM5797BZ,4528.177704
RNGEAY8GRWYMYSAK,5109.618644
SHOEF9G8WTWGAAFB,3637.522758
PBXE5ZJZSAC73ZED,8744.318388
NKCEYYX9HJWJXAA8,3508.877143
CAGDTFSHTF6TRBFZ,4422.705067
PBXE6E6YDZDNVKQH,808.9165451
TROEGNQDQNGN99PJ,4413.579324
CRTECN2QXC68CTUM,6447.725497
CRTECN2QZNXTGGXG,5465.476948
VANE4VND2XHZRCNT,947.5497759
NKCE8SESMHF2VSRM,3803.095661
SHOEBYY4ZDWGQGEW,7694.13178
NKCEB7935AJSADGR,3879.634524
SHIEBAXYS3FUTX8Z,6418.480898
NKCE2YCPKAPWDH8C,2939.05938
FABE92NVHZHSFHGT,3348.386609
SHIE93YGTRAV6XTW,5771.088205
CSOEGTPR39XZHZJY,4965.08761
WATE5HFYHPFHRCHY,5025.061139
BRAEBHCHY6VVRNRQ,1840.116372
NKCE5QPMUZRQFDAZ,1864.724979
NKCE9ABEE5HDWZSM,6026.373732
SHOEJCZ28JFRY9RR,5676.790947
PSLEAVTQQXEXZYYZ,4774.313767
SHOE66V8UMNGZKYM,951.5882181
SHIE5HBGWKWJWFRA,3841.975564
TOPE4HXDZHPR9K2C,1729.248571
BRAEBCTWGWYRWXHC,5530.688673
TOPE6ZCJBVZY3HBH,4985.021233
CRNEG7BKMFFYHQ8Z,4853.100806
SHOE7DJBEPYGQPHF,3815.896481
ACCEHY86UG6B63AZ,4803.86185
BLBEJR23J2CTPFAU,6210.09144
ACCEEV5V5VD5DR9C,750.8945298
UMBEJZFHE285UEV2,6000.464312
SHOEBN3FFYG75P3D,3048.630206
NKCEFGFURYNWH2DR,3859.656622
ETHEJG7NW4M4AFCZ,6922.287533
SWSE9UH4KXCHZHRJ,3520.942132
CRTECN2QZ7XUGBR6,4139.224184
BRAEDNX2NHZX5PKN,9748.969539
BRAE73KFJGNSP2NP,1919.358109
MAHEDFPZVKF79JVQ,4000.91405
NKCECRQY6MGHBPQ3,8802.600691
CRTECN2QYYWUXHRP,3055.280076
CPCEKY4TKBYFE7PH,5695.548357
TOPEA8HNSZB8VGUR,2393.260304
TOPECJZ4ZDXQZB4A,5327.749515
SHIE92XGJHG4HH5E,6235.621592
CRTECN2QVSZXUG7X,4933.890013
BRAEBBYRUSRHZD34,7467.93314
IFPEE76BG92E5SVS,5861.308064
CAGEBZ7UGCZZHVTE,245.4671549
CAGE3GFTPMNXPZAG,816.5694719
SWTEDX3KRCTNHUGY,5913.9582
BBAEFKXVXVM8SYZW,7018.549575
PENEGZ6RHFWHX7JX,1411.327121
ETHEGFZFQT7ZCH3U,3018.758995
TOPEE2FFAXQGSUZH,5245.025217
CRTECN2QWAGCHYGC,3858.585281
SNDEJGWQSWNHXXA3,12000.19071
BHGEGTAVKNNCPUGG,13320.60811
BBAEGNUNHHZEYSPD,517.9456103
NKCEANMPZYMHYEA3,444.1853311
RNGE88Q9FH632SHU,1142.372926
SNDE7PY9TG8P7YYR,828.2468381
SNDEHZQ7YZAHAZYP,4756.502078
CRTECN2RDAKXQHYH,3617.082234
SNDEAVZ4MSGYFBUD,1614.560279
RTRDWBPC23ZAYMSE,10486.83771
PCSDYQEW5ZMFBVFQ,11151.21615
DREECZJBH8KGCZHT,8505.505077
CAGED654SQMMADH7,2039.004724
MFLEYGFH8PFBVRDG,5100.367844
SHIEBWNUURZ8BWDZ,4144.67551
BRAECTFYXKNAVFAN,5840.725065
BRAECBVGHCB2FN49,4817.68894
SHOEHX7CGSEMUENU,2623.122967
CRTEB774NHSDW3DV,2346.978233
VLBEGZ7SZFZBUGBZ,5933.487518
BRAEGJFXGYFPGHYG,4732.62976
ACCEGKG4S4B7QGGT,1963.827997
BBAECKHYXGE3VJXB,1701.426667
BBAEDVYSEN75YZZ7,6662.604489
RTRDYZCGGJFBU6XM,3214.486774
CAGEBTJBB5X8GCF8,859.7697988
HLUEJQ3UVGNXSPZG,7736.570557
NKCE8RB5WSWKJPFR,3888.354141
BRAEDFYYKNGBGPF3,6615.441029
SHIE2CAJP6XBWPU2,3797.863507
SHOE2GUJW6XNFG3W,584.3545554
TWCEJFXHGDSG5XZV,6777.440833
NKCE9Z2JYUYZ2JZ3,10443.00491
WATE54YZWYXR6Z7J,2566.924115
SWTEEYFFFRWGKZR5,5698.673013
NKCE6NHRGQJHWFDK,4979.566811
NKCEYM3B6ZP3YSQQ,3622.322319
PAEE8AHWJWMDAXZU,7704.317152
RTRDZK8XCUEKZDFZ,602.0871145
TOPEHZMHJHEMRDHY,2863.575286
NKCE9AZMPE3PJPEW,794.2711458
BRAEAR7WUYD3CZAT,2566.526936
BRAEG7AYZAQBS3EH,6306.196268
BRAEDQEEYYH4WRQK,4754.751012
BRAE4F8NCQJFTGEZ,5656.12324
MUGEACY87HUCUYCD,3820.816272
BOTEDSEN9ZSFUUAQ,775.3403809
WATE3GEYE8JQT7WM,5775.869094
TOPEB96CYHMPMDKH,2616.524623
NKCE5QGT7GFDSUZK,1902.165867
VESEGZRVWZEYTVMG,6978.692335
SCHE4YSTHJSYEJHJ,2959.444986
KLSEGT5ZUGR9FQXE,6507.970964
NKCE79CGHYMSS7GH,3254.114256
JEAE8CZGJ8PGGHRQ,886.2627661
SHOEC8QGWFF2VXAN,2980.481947
SHIE6G75RNDQSGUQ,2045.318371
SHODZ5YHTEHZTR3V,4101.794112
ACCEKFVVZJMTYWPK,3785.836005
DRPEHGFFGQTXK3E3,2924.607125
CRGE4XJBHZGHJYGU,7066.934331
NKCE9Q93F3HJYGZT,340.9256489
SNDEGJFV5J8CTGJV,8329.132842
SUDEHYGUMT6UGYAR,3427.6287
RNGE7M92HQECSUYG,6608.504096
TOPE7ZHYDE2MKNHF,4133.687799
NKCEBHGBEABMWDKA,5386.442366
PACE7ZNHBP4FASAQ,2669.02914
NKCE7A3XXTTBHHC6,3929.503862
WCKE2TFYTHBHTP5B,5188.945332
BRAEDTPDZSCRZCYG,5620.636211
SHOEBKEYSKS87GKG,3659.418558
CAGDUGFYGG2KWWK7,10518.53042
SHODZDAE6FKCC8AH,583.4906001
SGLEGBV5STVHGKTD,5702.58094
RTREBVK9HX8XJH2T,380.3107002
PCSEAKVBGC7CJQZT,10343.25597
MATEB88T7MVJGSG5,5630.408221
WATDJYPXKHPPNGQK,7606.129213
BRAE8QNFFGWGG5MY,1885.728414
NKCDWBPZZSYWKHE9,1998.790782
USGEJPQHT8YPZ7D8,3103.053835
NKCEFKBYHXQ8VVF8,470.7298793
SHOE4JCEZDRSHC4S,3167.081887
ACCE9E2RT56M3GSU,4458.866025
CRTECN2QXQGJ7JZD,3676.002361
TOPEBS26V3JRYSF3,773.3999601
NKCECZNMRRVZ9YWF,226.643083
CAGE75QCGVXYV78T,2853.275767
WATDG9F74GYWEH4U,1832.488058
BRAE3WVQPYSZ54FF,6947.28051
SWSEBHCP9JC4GQKT,4519.29527
MUGEBJ7XAFVH25VD,2245.558668
LJGEATZRDCFAJGYZ,5746.855388
BRAEBXRB8GFZ6HM6,4381.844301
RNGEDAPFZWSSMHYW,1116.339231
DREEHFABXP5AUZA8,5290.018619
RTRDFFYGJ4GNRSHQ,9693.676406
CBREFYM9TSSUHJSQ,2864.333157
PBXE6EF4PSJX9WXH,3634.913905
CRTEHSS9UZJZYMZD,470.777168
DRPEHYHG9YYHD2HH,4474.237089
CAGE9AGR4VWWTDY4,7682.091627
AVCEJCJQWBYMNPGU,2149.735348
BRAE7T3WADAJU4ZS,1961.626304
TPYEGGUFSKXJFYY5,7251.984061
SUDEHYGU4GE9UCXJ,5603.394104
FABEB2TXH4MGQC2H,4977.49259
NKCE9G2BZAGKXPGY,4444.439141
TOPE8H5DJWGAY2CD,9680.900044
BBAEGGF3HF3ZPBVG,1708.800844
ACCEC87TREZYJJPE,6716.432078
DRPEHYHMEZHDYRK5,3951.542571
NKCE5VAAPVP5DGMZ,560.4803215
NKCEBZN92EJ7PDFH,3340.580785
ACCDXFPYT58AGGAF,7190.599822
MUGEGZUHX744RFEN,5778.295354
RNGE8Z3KSHGCMSCP,3068.12831
SHIEYZ3F3QWMYNEC,3132.68682
SHOEJCZ2JNGJSPEJ,8273.692124
CRTEB774RSGGQZ9U,3431.7224
BRAE8AJZW5QBNWAZ,2345.659637
CRTECN2QZ8CWZEFZ,5710.725572
SHIE9FMZAH4U4H6Z,444.5292932
CAGE68FFYRMDRF3X,8813.186357
NKCE3GNVPGUYY8AZ,3294.768073
PCSE4ZQ8TRUZDMEU,1165.270847
PACEC89YGNYZCMC4,771.7736963
NKCE9YX24KHRDNHG,2967.490606
FABE88MGUBPCQWR8,2416.072262
ACCEH74HAGTY6W8P,889.2461824
NKCECGVARVRMARSS,6420.382289
CRTECN2QZXFVEPGG,4462.10582
NKCEC8AZQUFGUXGH,2198.435258
SHOED6C5ZGCBKTP2,2623.891917
RTRD7HN3BBE7G9YT,3624.084982
ACCEA8JPDNTF7NZN,1732.057102
NKCEBHGBAFBCXXYC,1003.446652
PCSEC86VGEWVKHWZ,13748.33971
